id,Year,Sample Name,BET(m2 / g),Eg(eV),NO2(%),PT(h),T(℃),PM(g),HR(℃/min),urea,thiourea,dicyandiamide,melamine,Whether doping,Doping content(wt%),Load/g(12cm),Tungsten halogen lamp, LED lamp,Xe lamp,Metal halide lamp,Else,Intensity(W/m2),Flow rate(L/min),Pore volume(cm3/g),NOx(%)
107,2016,CN-K1,18.0,2.34,23.336505723776824,2.0,550.0,10.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.11214239488690834,33.5
108,2016,CN-K3,14.0,2.19,25.26424568107135,2.0,550.0,10.0,15.0,0.0,1.0,0.0,0.0,1.0,3.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.09970482176969986,34.9
109,2016,CN-K5,11.0,2.15,33.34621398099934,2.0,550.0,10.0,15.0,0.0,1.0,0.0,0.0,1.0,5.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.08372769118344402,36.8
110,2016,CN-K10,8.0,2.15,23.23875856533723,2.0,550.0,10.0,15.0,0.0,1.0,0.0,0.0,1.0,10.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.0650475627114363,27.0
112,2018,CN,27.0,2.64,27.948766056967855,2.0,550.0,10.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.12304256793246819,23.5
113,2018,CN-KCl-1%,19.0,2.52,21.856605292810716,2.0,550.0,10.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.12134513005901947,32.5
114,2018,CN-KCl-3%,17.0,2.44,27.133888970473556,2.0,550.0,10.0,15.0,0.0,1.0,0.0,0.0,1.0,3.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.11056587386052219,38.4
115,2018,CN-KCl-5%,10.0,2.37,36.0019596452328,2.0,550.0,10.0,15.0,0.0,1.0,0.0,0.0,1.0,5.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.07486971049529834,32.0
116,2020,CN,90.75,2.7,60.58162268582552,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.8296937440421471,36.29
117,2020,CN-BOC-1,95.93,2.749999230075034,2.6007121534542774,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.6691555872130226,41.38
118,2020,CN-BOC-2,108.91,2.7004650735882745,29.682296958575975,2.0,550.0,10.0,15.0,1.0,1.0,0.0,0.0,1.0,2.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.5342958207781043,46.29
119,2020,CN-BOC-3,96.26,2.7160509176473844,39.973168694143965,2.0,550.0,10.0,15.0,1.0,1.0,0.0,0.0,1.0,3.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.6363168966860026,52.64
120,2020,CN-BOC-4,74.61,2.732124465925351,39.0772350978616,2.0,550.0,10.0,15.0,1.0,1.0,0.0,0.0,1.0,4.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.3501165339864736,53.28
121,2020,CN-BOC-5,88.06,2.72017933203936,42.95591835390402,2.0,550.0,10.0,15.0,1.0,1.0,0.0,0.0,1.0,5.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.6098727043500942,49.69
122,2020,CN-BOC-6,59.56,2.667739311730786,44.24920253732494,2.0,550.0,10.0,15.0,1.0,1.0,0.0,0.0,1.0,6.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.2952793493638926,52.0
123,2017,CN,26.82,2.7,27.12507064204635,2.0,550.0,10.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.17,19.6
124,2017,CN-KN1,17.26,2.590460958020187,24.70242395452088,2.0,550.0,10.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.05,34.9
125,2017,CN-KN3,13.31,2.306536338714643,30.28236804350673,2.0,550.0,10.0,15.0,1.0,1.0,1.0,1.0,1.0,3.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.08,41.93
126,2017,CN-KN5,8.41,2.3795888529884754,39.5508887343577,2.0,550.0,10.0,15.0,1.0,1.0,1.0,1.0,1.0,5.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.06,40.33
128,2019,CN,65.0,2.69,27.669488697592715,2.0,550.0,20.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.37,35.9
129,2019,CN-OLa-1,70.0,2.64,28.17596540464877,2.0,550.0,20.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.37,43.9
130,2019,CN-OLa-5,68.0,2.59,28.879768079127558,2.0,550.0,20.0,15.0,1.0,0.0,0.0,0.0,1.0,5.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.35,47.7
131,2019,CN-OLa-10,86.0,2.56,25.9608600340868,2.0,550.0,20.0,15.0,1.0,0.0,0.0,0.0,1.0,10.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.47,47.8
132,2019,CN-OLa-25,78.0,2.44,16.06574345397161,2.0,550.0,20.0,15.0,1.0,0.0,0.0,0.0,1.0,25.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.38,50.4
136,2020,CN-H-550,55.39719755309789,2.67801664736845,12.62,2.0,550.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.18981863444232094,37.29
137,2020,CN-H-600,31.84,2.36,11.3,3.0,600.0,10.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.24,41.84
138,2019,CN,46.12,2.71,28.7,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.16,30.0
139,2019,CN-0.08,53.89,2.66,15.6,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,1.0,0.08,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.25,34.7
140,2019,CN-0.10,61.86,2.5,10.6,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,1.0,0.1,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.29,41.4
141,2019,CN-0.11,47.07,2.62,18.7,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,1.0,0.11,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.21,29.1
143,2015,CN-T,27.0,2.3,25.204565537252154,2.0,550.0,15.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.14,21.3
145,2015,CN-3h,96.0,2.77,28.8,3.0,450.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.72,40.7
147,2016,g-C3N4,103.5,2.54,29.897120467208676,2.0,550.0,16.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,1.0,0.0,0.0,1600.0,2.4,0.55,39.5
148,2016,C3N4-Pd-1%,57.3,2.6886617342130203,28.301195984345544,2.0,550.0,16.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0,1.0,0.0,0.0,1600.0,2.4,0.29,48.2
149,2016,C3N4-Pd-3%,55.6,2.7086135359818617,27.190619430964418,2.0,550.0,16.0,15.0,1.0,0.0,0.0,0.0,1.0,3.0,0.2,0.0,0,1.0,0.0,0.0,1600.0,2.4,0.29,55.6
150,2016,C3N4-Pd-5%,51.5,2.722009833382506,25.339666612303596,2.0,550.0,16.0,15.0,1.0,0.0,0.0,0.0,1.0,5.0,0.2,0.0,0,1.0,0.0,0.0,1600.0,2.4,0.26,60.6
151,2016,C3N4-Pd-10%,34.8,2.622705368904958,26.56611427050045,2.0,550.0,16.0,15.0,1.0,0.0,0.0,0.0,1.0,10.0,0.2,0.0,0,1.0,0.0,0.0,1600.0,2.4,0.13,47.6
152,2020,CN,4.8774,2.7,42.01421779048925,2.0,550.0,10.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.08897231213185558,24.5
153,2020,0.1-NaOH-CN,65.0354,2.6342909167074606,33.18985854931483,2.0,550.0,10.0,15.0,0.0,0.0,0.0,1.0,1.0,10.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.32103418213760887,36.7
154,2020,0.15-NaOH-CN,39.53,2.59,22.745747659579997,2.0,550.0,10.0,15.0,0.0,0.0,0.0,1.0,1.0,15.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.14162174525830923,45.3
155,2020,0.20-NaOH-CN,51.1141,2.6853516414908394,16.970270319650762,2.0,550.0,10.0,15.0,0.0,0.0,0.0,1.0,1.0,20.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.254473214972889,42.0
156,2018,CN,81.0,2.71,60.56683168553498,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.42,33.23
158,2018,CN-C2,118.0,2.65,60.501539598957756,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.61,56.77
159,2018,CN-C3,118.0,2.63,60.424803296971255,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.65,53.0
160,2016,g-C3N4,20.566425469457254,2.7,8.3,4.0,520.0,5.629234248709747,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,14.0,1.0,0.23592472653665583,37.0
163,2017,N-g-C3N4,65.0,2.89,22.3,4.0,550.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,14.0,1.0,0.4092513638154216,34.94
165,2022,Pd-CN,11.813555212888946,2.77,14.83,4.0,520.0,3.0,10.0,0.0,0.0,0.0,1.0,1.0,0.5,0.1,0.0,0,1.0,0.0,0.0,14.0,1.0,0.2415760462673172,53.0
167,2017,g-C3N4,41.25795092890465,2.71,30.5,4.0,550.0,3.0,15.4976032026676,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,14.0,1.0,0.27961926052034247,38.0
168,2017,Ns-g-C3N4,45.293979572332844,2.8,19.5,4.0,550.0,3.0,15.815950448058633,0.0,0.0,0.0,1.0,1.0,5.358501570260884,0.1,0.0,0,1.0,0.0,0.0,14.0,1.0,0.31064349659097945,48.0
170,2020,CN-IL5,27.99,2.79,8.419,4.0,520.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,5.0,0.1,0.0,0,1.0,0.0,0.0,14.0,1.0,0.2252802150042876,70.07
172,2019, CNCU1,5.7,2.73,13.33,4.0,520.0,3.0,20.0,0.0,0.0,0.0,1.0,1.0,0.3,0.1,0.0,0,1.0,0.0,0.0,14.0,1.0,0.1486248951564511,75.0
175,2019, g-C3N4,6.3,2.79,25.83,4.0,520.0,4.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,14.0,1.0,0.14998087909493327,31.0
176,2019,CNSr0.05,7.5,2.77,12.67,4.0,520.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,0.05,0.1,0.0,0,1.0,0.0,0.0,14.0,1.0,0.1477376201682864,59.0
177,2020,g-C3N4,11.350987471104062,2.79,26.0,4.0,520.0,4.0,5.023954960201342,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.20442407269193139,35.0
178,2020,MgCN0.2,9.257947120809277,2.77,13.33,4.0,520.0,4.0,5.008836736872097,0.0,1.0,0.0,0.0,1.0,0.2,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.2084132954187607,43.0
179,2020,CaCN0.2,8.887633083897683,2.74,19.0,4.0,520.0,4.0,5.004484073843885,0.0,1.0,0.0,0.0,1.0,0.2,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.2201096819385801,53.0
180,2020,SrCN0.2,9.261619469908819,2.77,12.83,4.0,520.0,4.0,5.009140736871244,0.0,1.0,0.0,0.0,1.0,0.2,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.22929808525915876,55.0
181,2020,BaCN0.2,9.035549030219515,2.79,17.33,4.0,520.0,4.0,5.005816115302401,0.0,1.0,0.0,0.0,1.0,0.2,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.22827916181286584,62.0
183,2022,9-CN,11.11,2.7425664886139494,10.67,4.0,520.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,12.0,0.05,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.1418806759314148,78.37
184,2019,g-C3N4,50.54,2.7,25.17,2.0,550.0,5.366646951642396,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,1,0.0,0.0,0.0,14.0,1.0,0.42516057796761814,35.6
187,2015, HA0.5-CN,32.0,2.8,13.67,2.0,520.0,10.0,20.0,0.0,0.0,0.0,1.0,1.0,0.5,0.15,0.0,1,0.0,0.0,0.0,14.0,1.0,0.24171647659902515,54.3
189,2015,HA1.5-CN.,75.0,2.78,21.17,2.0,520.0,10.0,20.0,0.0,0.0,0.0,1.0,1.0,1.5,0.15,0.0,1,0.0,0.0,0.0,14.0,1.0,0.3250197777538111,60.2
191,2020,CNFe0.05,3.404,2.78,17.16633727479899,4.0,520.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.05,0.05,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.11906495949489287,66.6
192,2020,CNFe0.25,5.4,2.76,17.135768371519553,4.0,520.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.25,0.05,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.11813145123571776,70.0
193,2020,CNFe0.5,4.235,2.66,17.11755309088011,4.0,520.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.5,0.05,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.1186566146305166,75.0
194,2020,CNFe1.0 ,5.131,2.66,17.163240751445002,4.0,520.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.05,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.11829311906950044,75.33
195,2021,g-C3N4,34.7,2.79,18.25681575354868,4.0,520.0,3.0,6.749338684927052,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.12920131546731436,39.5
197,2020,CN,141.7,2.76,14.0,4.0,550.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.5311043040975145,35.0
198,2020,IBOI / CN,74.3,2.55,2.8,4.0,550.0,10.0,5.0,1.0,0.0,0.0,0.0,1.0,30.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.37373298799971927,57.0
199,2021, g-C3N4,75.53696649469576,2.75,12.75,2.0,550.0,5.100604371980484,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.21842742974416504,36.82
201,2017,CN,9.0,2.7,2.0,2.0,550.0,20.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,1,0.0,0.0,0.0,14.0,1.0,0.055,22.2
205,2020, g-C3N4,10.5,3.01,14.5,1.0,550.0,15.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1,0.0,0.0,0.0,508.70388818910175,1.0,0.09354568003389015,31.0
207,2017,M5,11.56,2.51,11.060006037290005,3.0,550.0,4.0,20.0,0.0,0.0,0.0,1.0,1.0,5.0,0.2,0.0,0,0.0,0.0,1.0,10.0,3.0,0.063,22.5
208,2017,M10,10.14,2.44,11.36685436722397,3.0,550.0,4.0,20.0,0.0,0.0,0.0,1.0,1.0,10.0,0.2,0.0,0,0.0,0.0,1.0,10.0,3.0,0.07,21.5
210,2017,MTi5,50.16,2.96,11.128440076382494,3.0,550.0,4.0,20.0,0.0,0.0,0.0,1.0,1.0,5.0,0.2,0.0,0,0.0,0.0,1.0,10.0,3.0,0.495,22.5
211,2017,MTi10,48.44,2.95,11.66387268381126,3.0,550.0,4.0,20.0,0.0,0.0,0.0,1.0,1.0,10.0,0.2,0.0,0,0.0,0.0,1.0,10.0,3.0,0.473,21.5
212,2017,Ti10,51.49,3.06,11.659290481843081,3.0,550.0,4.0,20.0,0.0,0.0,0.0,1.0,1.0,10.0,0.2,0.0,0,0.0,0.0,1.0,10.0,3.0,0.526,30.2
213,2019,PCN,72.66617388328284,2.7,13.3,2.0,450.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.53286593798047,36.0
214,2020,CN,105.1,2.71,20.13,4.0,550.0,20.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.5786895923259988,34.9
216,2020,CN /Au /ZIS-1,136.43,2.52,6.85,4.0,550.0,20.0,2.5,1.0,0.0,0.0,0.0,1.0,1.4556009413788873,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.5417494552368618,59.7
217,2021,C3N4,9.7,2.69,21.86049033873807,4.0,520.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0,1.0,0.0,0.0,1600.0,0.027,0.0596,21.0
219,2020, g-C3N4,47.7,2.79,7.9,5.0,550.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,1.0,0,0.0,0.0,0.0,1800.0,3.0,0.16522304036318214,29.3
223,2018, CN,10.8,2.63,39.5,3.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,254.6,0.6,0.14446063012031202,19.3
225,2022,g-C3N4,9.25,3.17,15.8,4.0,550.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0,1.0,0.0,0.0,1600.0,1.0,0.37039937775336557,25.8
227,2019,CN,66.24896700997779,2.72,11.347815927365634,4.0,550.0,2.0,2.3,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,2.4,0.23809136545617643,23.4
229,2018,PICN,119.6,2.49,17.463151472478014,4.0,550.0,2.0,4.950938585892383,0.0,0.0,1.0,0.0,1.0,0.08727260958718874,0.08,0.0,0,1.0,0.0,0.0,1600.0,2.0,0.5634001396656981,46.0
231,2019,g-C3N4,40.86246920326017,2.89,6.5,2.0,550.0,10.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.21657360720716173,32.0
232,2019,AVO-CN-GA,46.14245230775033,2.55,2.83,2.0,550.0,10.0,5.0,0.0,0.0,1.0,0.0,1.0,7.033954926643722,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.2139992237216605,65.0
233,2019,CN,110.15,2.73,16.17,4.0,550.0,30.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.5519835331251723,33.0
234,2019,CN-CO-100,131.99,2.6868707415175894,6.17,4.0,550.0,30.0,2.5,1.0,0.0,0.0,0.0,1.0,1.2174053752507108,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.5218863057411786,57.0
235,2021,CN,108.29,2.93,13.43,4.0,525.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.3776773396716502,35.6
236,2021,2CN/NU6-rGO-80,384.14,2.84,1.47,4.0,525.0,10.0,5.0,1.0,0.0,0.0,0.0,1.0,20.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.9100147785799079,65.4
237,2021, g-C3N4,108.27,2.95,9.900339289122893,4.0,550.0,10.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.5693091803131825,34.2
238,2021, 7% α-Fe2O3/g-C3N4,67.05,2.06,8.708811916970792,4.0,550.0,10.0,2.5,1.0,0.0,0.0,0.0,1.0,7.0,0.1,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.3408874841506142,60.8
239,2016,CN,9.0,2.5,14.549272291418385,2.0,550.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.071,24.9
240,2016,CN-1,32.0,2.61,10.408800246308074,2.0,550.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,1.2743653229138212,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.202,31.9
241,2016,CN-1.5,59.0,2.64,10.301113976028647,2.0,550.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,0.31016598951521307,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.377,34.9
242,2016,CN-2,50.0,2.52,10.322771829792861,2.0,550.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,0.3959874919557564,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.37,47.1
243,2016,CN-2.5,30.0,2.53,11.570259131579334,2.0,550.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,1.4694802360074646,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.184,34.2
246,2018,5-g-C3N4 /GO,138.5503796612141,2.876255314250728,7.64,1.0,550.0,15.0,52.0,1.0,0.0,0.0,0.0,1.0,5.0,0.4,1.0,0,0.0,0.0,0.0,1600.0,1.0,0.215514637676156,34.6
247,2018,7-g-C3N4 /GO,177.0,2.89,10.64,1.0,550.0,15.0,52.0,1.0,0.0,0.0,0.0,1.0,7.0,0.4,1.0,0,0.0,0.0,0.0,1600.0,1.0,0.5215118357562373,44.1
248,2018,9-g-C3N4 /GO,149.35647170778594,2.874100995106541,8.14,1.0,550.0,15.0,52.0,1.0,0.0,0.0,0.0,1.0,9.0,0.4,1.0,0,0.0,0.0,0.0,1600.0,1.0,0.19026250941350223,45.9
251,2019,CN,15.05,2.7,12.133402607504534,4.0,550.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.15871362931238425,30.94
252,2019,OCN,125.96,2.79,13.617982097054973,4.0,550.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.08385715696060292,0.2,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.5569829476592133,41.44
253,2016,CN,78.3,2.74,37.0,2.0,550.0,10.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,0.0,1.0,468.0,2.5,0.1676077265404051,34.42
254,2016,90% GOA/CN,385.2,2.58,22.0,2.0,550.0,10.0,15.0,0.0,1.0,0.0,0.0,1.0,90.0,0.2,0.0,0,0.0,0.0,1.0,468.0,2.5,0.21158401059766505,47.41
255,2018,CN,90.0099766257579,2.7,24.1781045578547,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0.0,0.0,1.0,1474.5788324952762,2.4,0.3758144648029886,32.6
256,2018,25%-N-TiO2 /g-C3N4,100.07334517850296,2.84,13.882758147215043,2.0,550.0,10.0,15.0,1.0,0.0,0.0,0.0,1.0,25.0,0.2,0.0,0,0.0,0.0,1.0,1558.1090359706934,2.4,0.4815408004248919,46.1
258,2014,MCN,104.0,2.53,26.478447043032883,2.0,550.0,10.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.0,0,0.0,0.0,0.0,1600.0,2.4,0.5043156999536965,50.3
261,2020,CN,35.0,2.6,10.68,1.0,550.0,18.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0,0.0,1.0,0.0,358.8,2.0,0.10155391360629672,38.8
262,2020,CN-Ni-33%,95.0,2.6,0.0,1.0,550.0,18.0,52.0,1.0,0.0,0.0,0.0,1.0,33.0,0.1,0.0,0,0.0,1.0,0.0,358.8,2.0,0.20137634886292735,51.3
263,2020,CN,34.8,2.6,8.9,4.0,550.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0,0.0,1.0,0.0,358.8,2.0,0.14785911182918038,21.88
264,2020,0.7%Mo-CN,53.5,2.7,10.05,4.0,550.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,0.7,0.2,0.0,0,0.0,1.0,0.0,358.8,2.0,0.1601931434398605,35.78
266,2019,CN,19.9,2.71,12.075,3.0,550.0,1.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,0.0,1.0,0.0,252.8,2.0,0.14704923970107017,18.2
267,2019,CNT-8,28.2,2.75,9.832,3.0,550.0,1.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,0.0,1.0,0.0,252.8,2.0,0.1596607490389893,23.7
268,2019,CNT-12,67.5,2.78,8.119,3.0,550.0,1.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,0.0,1.0,0.0,252.8,2.0,0.17667796196049498,32.8
269,2019,CNT-16,69.2,2.77,11.167,3.0,550.0,1.0,2.5,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0,0.0,1.0,0.0,252.8,2.0,0.17694482780159748,26.9
274,2015,CN,39.1,2.69,8.451945262971794,4.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,1.0,0.21281500445990537,40.08
275,2015,0.5% TAP-CN,37.5,2.63,7.732646743756491,4.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,1.0,0.5,0.1,0.0,1,0.0,0.0,0.0,1600.0,1.0,0.1751987430784836,54.43
276,2015,1% TAP-CN,37.2,2.59,7.685411848119212,4.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,1.0,0.17516424263674815,59.43
277,2015,2% TAP-CN,29.4,2.54,7.193861337822083,4.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,1.0,0.15651332845907523,58.73
278,2015,3% TAP-CN,26.5,2.5,7.062579070243756,4.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,1.0,0.14174648274954646,58.41
279,2015,10% TAP-CN,26.8,2.39,6.46155206857177,4.0,550.0,10.0,5.0,0.0,0.0,0.0,1.0,1.0,10.0,0.1,0.0,1,0.0,0.0,0.0,1600.0,1.0,0.16703689120383466,51.74
280,2018,CNQDs,39.56894122253398,2.64,6.18,4.0,550.0,10.0,5.0,0.0,0.0,1.0,0.0,1.0,2.669439277201525,0.05,0.0,0,1.0,0.0,0.0,1600.0,1.2,0.22288476707601684,65.0
